Accession	Title	Platform	Total Bases	Date Created	FASTQ	FASTQ_FTP	FASTQ_Aspera
SRR545692	GSM984607:_CSHL_RnaSeq_hMSC-UC_cell_total	Illumina HiSeq 2000	4.80e+10	2012/08/20	SRR545692_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545692/SRR545692_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545692/SRR545692_1.fastq.gz
SRR545692	GSM984607:_CSHL_RnaSeq_hMSC-UC_cell_total	Illumina HiSeq 2000	4.80e+10	2012/08/20	SRR545692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545692/SRR545692_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545692/SRR545692_2.fastq.gz
SRR545691	GSM984607:_CSHL_RnaSeq_hMSC-UC_cell_total	Illumina HiSeq 2000	4.80e+10	2012/08/20	SRR545691_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545691/SRR545691_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545691/SRR545691_1.fastq.gz
SRR545691	GSM984607:_CSHL_RnaSeq_hMSC-UC_cell_total	Illumina HiSeq 2000	4.80e+10	2012/08/20	SRR545691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545691/SRR545691_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545691/SRR545691_2.fastq.gz
SRR545690	GSM984606:_CSHL_RnaSeq_hMNC-PB_cell_total	Illumina HiSeq 2000	4.78e+10	2012/08/20	SRR545690_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545690/SRR545690_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545690/SRR545690_1.fastq.gz
SRR545690	GSM984606:_CSHL_RnaSeq_hMNC-PB_cell_total	Illumina HiSeq 2000	4.78e+10	2012/08/20	SRR545690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545690/SRR545690_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545690/SRR545690_2.fastq.gz
SRR545689	GSM984606:_CSHL_RnaSeq_hMNC-PB_cell_total	Illumina HiSeq 2000	4.78e+10	2012/08/20	SRR545689_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545689/SRR545689_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545689/SRR545689_1.fastq.gz
SRR545689	GSM984606:_CSHL_RnaSeq_hMNC-PB_cell_total	Illumina HiSeq 2000	4.78e+10	2012/08/20	SRR545689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545689/SRR545689_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545689/SRR545689_2.fastq.gz
SRR545688	GSM984605:_CSHL_RnaSeq_GM12878_nucleolus_total	Illumina HiSeq 2000	7.61e+10	2012/08/20	SRR545688_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545688/SRR545688_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545688/SRR545688_1.fastq.gz
SRR545688	GSM984605:_CSHL_RnaSeq_GM12878_nucleolus_total	Illumina HiSeq 2000	7.61e+10	2012/08/20	SRR545688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545688/SRR545688_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545688/SRR545688_2.fastq.gz
SRR545687	GSM984605:_CSHL_RnaSeq_GM12878_nucleolus_total	Illumina HiSeq 2000	7.61e+10	2012/08/20	SRR545687_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545687/SRR545687_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545687/SRR545687_1.fastq.gz
SRR545687	GSM984605:_CSHL_RnaSeq_GM12878_nucleolus_total	Illumina HiSeq 2000	7.61e+10	2012/08/20	SRR545687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545687/SRR545687_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545687/SRR545687_2.fastq.gz
SRR545686	GSM984604:_CSHL_RnaSeq_HPIEpC_cell_total	Illumina HiSeq 2000	6.36e+10	2012/08/20	SRR545686_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545686/SRR545686_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545686/SRR545686_1.fastq.gz
SRR545686	GSM984604:_CSHL_RnaSeq_HPIEpC_cell_total	Illumina HiSeq 2000	6.36e+10	2012/08/20	SRR545686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545686/SRR545686_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545686/SRR545686_2.fastq.gz
SRR545685	GSM984604:_CSHL_RnaSeq_HPIEpC_cell_total	Illumina HiSeq 2000	6.36e+10	2012/08/20	SRR545685_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545685/SRR545685_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545685/SRR545685_1.fastq.gz
SRR545685	GSM984604:_CSHL_RnaSeq_HPIEpC_cell_total	Illumina HiSeq 2000	6.36e+10	2012/08/20	SRR545685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545685/SRR545685_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545685/SRR545685_2.fastq.gz
SRR534335	GSM981260:_CSHL_RnaSeq_hMSC-AT_cell_total	Illumina HiSeq 2000	5.55e+10	2012/08/07	SRR534335_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534335/SRR534335_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534335/SRR534335_1.fastq.gz
SRR534335	GSM981260:_CSHL_RnaSeq_hMSC-AT_cell_total	Illumina HiSeq 2000	5.55e+10	2012/08/07	SRR534335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534335/SRR534335_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534335/SRR534335_2.fastq.gz
SRR534334	GSM981260:_CSHL_RnaSeq_hMSC-AT_cell_total	Illumina HiSeq 2000	5.55e+10	2012/08/07	SRR534334_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534334/SRR534334_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534334/SRR534334_1.fastq.gz
SRR534334	GSM981260:_CSHL_RnaSeq_hMSC-AT_cell_total	Illumina HiSeq 2000	5.55e+10	2012/08/07	SRR534334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534334/SRR534334_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534334/SRR534334_2.fastq.gz
SRR534333	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534333_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534333/SRR534333_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534333/SRR534333_1.fastq.gz
SRR534333	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534333/SRR534333_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534333/SRR534333_2.fastq.gz
SRR534332	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534332_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534332/SRR534332_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534332/SRR534332_1.fastq.gz
SRR534332	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534332/SRR534332_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534332/SRR534332_2.fastq.gz
SRR534331	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534331_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534331/SRR534331_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534331/SRR534331_1.fastq.gz
SRR534331	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534331/SRR534331_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534331/SRR534331_2.fastq.gz
SRR534330	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534330_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534330/SRR534330_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534330/SRR534330_1.fastq.gz
SRR534330	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534330/SRR534330_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534330/SRR534330_2.fastq.gz
SRR534329	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534329_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534329/SRR534329_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534329/SRR534329_1.fastq.gz
SRR534329	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534329/SRR534329_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534329/SRR534329_2.fastq.gz
SRR534328	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534328_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534328/SRR534328_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534328/SRR534328_1.fastq.gz
SRR534328	GSM981259:_CSHL_RnaSeq_Monocytes-CD14+_cell_longNonPolyA	Illumina Genome Analyzer II	2.80e+10	2015/07/22	SRR534328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534328/SRR534328_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534328/SRR534328_2.fastq.gz
SRR534327	GSM981258:_CSHL_RnaSeq_HFDPC_cell_total	Illumina HiSeq 2000	5.71e+10	2012/08/07	SRR534327_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534327/SRR534327_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534327/SRR534327_1.fastq.gz
SRR534327	GSM981258:_CSHL_RnaSeq_HFDPC_cell_total	Illumina HiSeq 2000	5.71e+10	2012/08/07	SRR534327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534327/SRR534327_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534327/SRR534327_2.fastq.gz
SRR534326	GSM981258:_CSHL_RnaSeq_HFDPC_cell_total	Illumina HiSeq 2000	5.71e+10	2012/08/07	SRR534326_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534326/SRR534326_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534326/SRR534326_1.fastq.gz
SRR534326	GSM981258:_CSHL_RnaSeq_HFDPC_cell_total	Illumina HiSeq 2000	5.71e+10	2012/08/07	SRR534326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534326/SRR534326_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534326/SRR534326_2.fastq.gz
SRR534325	GSM981257:_CSHL_RnaSeq_CD34+_Mobilized_cell_total	Illumina HiSeq 2000	4.77e+10	2012/08/07	SRR534325_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534325/SRR534325_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534325/SRR534325_1.fastq.gz
SRR534325	GSM981257:_CSHL_RnaSeq_CD34+_Mobilized_cell_total	Illumina HiSeq 2000	4.77e+10	2012/08/07	SRR534325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534325/SRR534325_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534325/SRR534325_2.fastq.gz
SRR534324	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534324_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534324/SRR534324_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534324/SRR534324_1.fastq.gz
SRR534324	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534324/SRR534324_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534324/SRR534324_2.fastq.gz
SRR534323	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534323_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534323/SRR534323_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534323/SRR534323_1.fastq.gz
SRR534323	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534323/SRR534323_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534323/SRR534323_2.fastq.gz
SRR534322	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534322_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534322/SRR534322_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534322/SRR534322_1.fastq.gz
SRR534322	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534322/SRR534322_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534322/SRR534322_2.fastq.gz
SRR534321	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534321_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534321/SRR534321_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534321/SRR534321_1.fastq.gz
SRR534321	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534321/SRR534321_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534321/SRR534321_2.fastq.gz
SRR534320	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534320_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534320/SRR534320_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534320/SRR534320_1.fastq.gz
SRR534320	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534320/SRR534320_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534320/SRR534320_2.fastq.gz
SRR534319	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534319_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534319/SRR534319_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534319/SRR534319_1.fastq.gz
SRR534319	GSM981256:_CSHL_RnaSeq_CD20+_cell_longPolyA	Illumina Genome Analyzer II	2.58e+10	2015/07/22	SRR534319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534319/SRR534319_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534319/SRR534319_2.fastq.gz
SRR534318	GSM981255:_CSHL_RnaSeq_HPC-PL_cell_total	Illumina HiSeq 2000	5.99e+10	2012/08/07	SRR534318_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534318/SRR534318_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534318/SRR534318_1.fastq.gz
SRR534318	GSM981255:_CSHL_RnaSeq_HPC-PL_cell_total	Illumina HiSeq 2000	5.99e+10	2012/08/07	SRR534318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534318/SRR534318_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534318/SRR534318_2.fastq.gz
SRR534317	GSM981255:_CSHL_RnaSeq_HPC-PL_cell_total	Illumina HiSeq 2000	5.99e+10	2012/08/07	SRR534317_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534317/SRR534317_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534317/SRR534317_1.fastq.gz
SRR534317	GSM981255:_CSHL_RnaSeq_HPC-PL_cell_total	Illumina HiSeq 2000	5.99e+10	2012/08/07	SRR534317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534317/SRR534317_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534317/SRR534317_2.fastq.gz
SRR534316	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534316_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534316/SRR534316_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534316/SRR534316_1.fastq.gz
SRR534316	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534316/SRR534316_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534316/SRR534316_2.fastq.gz
SRR534315	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534315_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534315/SRR534315_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534315/SRR534315_1.fastq.gz
SRR534315	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534315/SRR534315_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534315/SRR534315_2.fastq.gz
SRR534314	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534314/SRR534314_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534314/SRR534314_1.fastq.gz
SRR534314	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534314/SRR534314_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534314/SRR534314_2.fastq.gz
SRR534313	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534313_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534313/SRR534313_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534313/SRR534313_1.fastq.gz
SRR534313	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534313/SRR534313_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534313/SRR534313_2.fastq.gz
SRR534312	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534312_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534312/SRR534312_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534312/SRR534312_1.fastq.gz
SRR534312	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534312/SRR534312_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534312/SRR534312_2.fastq.gz
SRR534311	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534311_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534311/SRR534311_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534311/SRR534311_1.fastq.gz
SRR534311	GSM981254:_CSHL_RnaSeq_CD20+_cell_longNonPolyA	Illumina Genome Analyzer II	2.38e+10	2015/07/22	SRR534311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534311/SRR534311_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534311/SRR534311_2.fastq.gz
SRR534310	GSM981253:_CSHL_RnaSeq_SK-N-SH_cell_longPolyA	Illumina HiSeq 2000	4.85e+10	2012/08/07	SRR534310_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534310/SRR534310_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534310/SRR534310_1.fastq.gz
SRR534310	GSM981253:_CSHL_RnaSeq_SK-N-SH_cell_longPolyA	Illumina HiSeq 2000	4.85e+10	2012/08/07	SRR534310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534310/SRR534310_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534310/SRR534310_2.fastq.gz
SRR534309	GSM981253:_CSHL_RnaSeq_SK-N-SH_cell_longPolyA	Illumina HiSeq 2000	4.85e+10	2012/08/07	SRR534309_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534309/SRR534309_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534309/SRR534309_1.fastq.gz
SRR534309	GSM981253:_CSHL_RnaSeq_SK-N-SH_cell_longPolyA	Illumina HiSeq 2000	4.85e+10	2012/08/07	SRR534309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534309/SRR534309_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534309/SRR534309_2.fastq.gz
SRR534308	GSM981252:_CSHL_RnaSeq_MCF-7_cytosol_longPolyA	Illumina HiSeq 2000	6.51e+10	2012/08/07	SRR534308_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534308/SRR534308_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534308/SRR534308_1.fastq.gz
SRR534308	GSM981252:_CSHL_RnaSeq_MCF-7_cytosol_longPolyA	Illumina HiSeq 2000	6.51e+10	2012/08/07	SRR534308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534308/SRR534308_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534308/SRR534308_2.fastq.gz
SRR534307	GSM981252:_CSHL_RnaSeq_MCF-7_cytosol_longPolyA	Illumina HiSeq 2000	6.51e+10	2012/08/07	SRR534307_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/SRR534307/SRR534307_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR534/SRR534307/SRR534307_1.fastq.gz
